"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
13,623211,"Brazobán, Huascar",1017,1.3,0,0,0,0,0,0.062,0.065,0,2,72.7,-6.5,2110,93.9,92.68,0,5,8,-1.2000000000000028,5.78,110,142,104,142,300,327,293,"-0.064","0.064","60.0","5.8",2,2,0,0,0,0,0,0,0,0,2.09077,0.52846,1.33077,0.62769,"88.0",111,0,0,0,5.9,-1.72,-0.13,1.96,0,0,"0.492307692",0.065,0.095,"-0.492307692",-0.065,-0.065,-0.095,-0.062,0,"38.2",-7.548574292866251,33.29591997626503,38.153420335662894,0.4,30.345390249496326,29.590106905606515
13,663399,"Waddell, Brandon",513,2.5,0.333,0,0.333,0.333,0.294,0.114,0.106,1,3,75.6,-5.7,2302,83.7,83.04,0,5,8,-0.7000000000000028,6.05,111,150,117,150,300,326,296,"0.576","-0.576","73.7","8.0",3,3,1,0,0,0,0,0,0,0,2.87231,0.45154,-0.29077,-0.56462,"92.4",181,0,0,0,5.89,2.8,-0.33,2.1,0.333,0,"-4.430769231",0.106,0.15,"4.430769231",0.227,0.22700000000000004,0.183,0.18,0,"39.4",14.169665146594177,-10.58205809031374,26.757711356167285,0.75,39.913728591193696,35.48027110408843
13,641672,"Hatch, Thomas",591,2.2,0.5,0.5,0.5,1,0.626,0.587,0.553,1,2,101.4,17.5,2456,90.3,90.48,1,5,8,0.20000000000000284,6.34,117,148,123,152,296,327,291,"-0.336","0.336","60.2","6.4",2,2,0,1,0,0,0,0,0,0,2.11462,0.68538,0.23,0.04692,"94.7",207,100,0,0,5.69,-1.44,0.2,2.52,0.5,0,"2.584615385",0.553,0.825,"-2.584615385",-0.053,-0.05300000000000005,0.175,0.039,20,"42.1",6.62375931761708,6.840074260819472,32.835039437774476,0.6,35.66870297019151,26.710359815440842
12,669422,"Sauer, Matt",512,2.3,0,0,0,0,0,0.177,0.164,0,3,88.6,11.5,2242,91.1,91.35,0,5,7,0.30000000000001137,6.35,118,152,133,150,303,322,298,"0.164","-0.164","76.0","8.0",4,4,0,0,0,0,0,0,0,0,2.16833,0.59417,0.28,0.01667,"91.4",133,25,0,0,6.02,-2.31,-0.29,2.18,0,0,"-1.366666667",0.123,0.412,"1.366666667",-0.164,-0.123,-0.412,-0.177,0,"45.0",18.01571334706741,-15.292992569685028,33.090698027587834,0.6,35.229679642595556,39.715834443139556
12,676083,"Junk, Janson",1622,0.7,0.25,0,0.25,0.25,0.221,0.286,0.262,1,4,90.9,25,2358,87.7,88.13,2,7,5,0.3999999999999915,6.63,104,149,109,148,307,320,290,"0.376","-0.376","74.2","7.3",4,4,1,0,0,0,0,0,0,0,2.2675,0.72833,-0.49333,-0.60833,"93.7",215,50,0,0,5.74,-0.66,0.27,1.95,0.25,0,"-3.133333333",0.262,0.404,"3.133333333",-0.012,-0.01200000000000001,-0.154,-0.065,28.6,"52.4",6.274528348191197,2.405848710215149,35.90112503290411,0.2857142857142857,36.89842942391968,26.84547252768975
12,677161,"Kelly, Zack",587,2,0.5,0,0.5,0.5,0.441,0.484,0.527,1,2,89,6.5,2340,92.1,93.28,2,4,8,1.2000000000000028,6.99,113,149,108,149,284,318,293,"-0.203","0.203","70.1","7.2",2,2,1,0,0,0,0,0,0,0,1.92083,0.8,0.35333,0.00667,"91.7",118,50,0,0,5.5,-3.08,-0.12,2.14,0.5,0,"1.691666667",0.527,0.593,"-1.691666667",-0.027,-0.027000000000000024,-0.093,-0.043,50,"35.8",4.907779373078233,6.899239318170684,28.408579015194295,0.25,37.335748283780404,25.995443311579685
12,686580,"Slaten, Justin",504,2.4,,,,,,,,,,,,2570,94.1,94.83,2,3,9,0.7000000000000028,6.77,119,150,102,148,296,325,295,"0.246","-0.246","72.5","7.0",,,,,,,,,,,1.79917,0.7925,-0.20333,0.005,"88.0",240,,,,5.95,-0.83,0.1,2.48,,,"-2.05",,,"2.05",,,,,66.7,"51.4",2.647599181776562,16.40934963999949,32.551956749630996,0.3333333333333333,40.673655355917894,21.392205254043052
12,642232,"Yarbrough, Ryan",1018,1.2,1,0,1,1,0.882,0.895,0.926,1,1,92,15,2020,81.7,81.36,1,4,8,-0.29999999999999716,6.17,110,151,133,152,290,314,281,"-0.447","0.447","69.0","6.9",1,1,1,0,0,0,0,0,0,0,2.86,0.64,0.36167,0.485,"91.6",257,0,0,0,5.14,3.26,0.28,2.49,1,0,"3.725",0.926,1.091,"-3.725",0.074,0.07399999999999995,-0.091,-0.013,25,"14.6",7.559170449935614,-6.736846799859036,28.14535684335134,0.3333333333333333,32.81509417955252,30.708977013631117
12,593576,"Neris, Héctor",551,2.2,,,,,,,,,,,,2002,88.4,87.58,2,4,8,-0.8000000000000114,6.09,110,151,117,151,302,331,299,"0.032","-0.032","72.1","7.6",,,,,,,,,,,2.195,0.77833,0.9475,0.52417,"91.9",37,,,,6.09,-1.5,0.6,1.87,,,"-0.266666667",,,"0.266666667",,,,,50,"38.8",13.972206359121271,-9.379726289183834,34.355113366482904,0.5,36.1007447957779,34.25183758646914
11,663893,"Little, Brendon",1252,0.9,,,,,,,,,,,,1899,90.6,89.15,2,4,7,-1.3999999999999915,5.62,111,142,99,141,288,316,293,"0.04","-0.04","58.9","6.4",,,,,,,,,,,3.14364,-0.33182,0.649,0.231,"88.0",,,,,6.03,1.91,-0.07,1.77,,,"-0.363636364",,,"0.363636364",,,,,50,"32.9",9.847386941928388,-48.01850858747413,46.74798714027784,0.25,39.05795413306811,35.53259415175435
11,669084,"Hall, DL",589,1.9,0,0,0,0,0,0.035,0.025,0,1,88.5,34,2431,87.8,88.65,1,2,9,0.7999999999999972,6.91,120,150,122,152,307,327,304,"0.203","-0.203","70.8","6.5",1,1,0,0,0,0,0,0,0,0,2.74182,0.27364,-0.09364,0.21,"88.5",329,0,0,0,5.48,2.67,0.21,2.14,0,0,"-1.845454545",0.025,0.058,"1.845454545",-0.025,-0.025,-0.058,-0.035,50,"43.2",10.239523823366344,4.050780688078763,34.19603359476072,1,27.394950794831388,24.002623576369427
11,592836,"Walker, Taijuan",2062,0.5,0,0,0,0,0,0.334,0.369,0,2,74.8,6.5,2286,88.2,88.02,1,6,5,-0.20000000000000284,6.02,113,149,121,150,292,318,289,"0.636","-0.636","68.3","6.8",2,2,0,0,0,0,0,0,0,0,2.19455,0.75636,0.10909,0.32545,"88.0",98,0,0,0,6.53,-1.65,0,2.6,0,0,"-5.781818182",0.369,0.394,"5.781818182",-0.369,-0.369,-0.394,-0.334,16.7,"42.7",7.089016154109251,1.4089414186240763,29.089927172650967,0.16666666666666666,33.71225201790241,28.23404639767999
11,605463,"Scott, Tayler",537,2,0.667,0.667,0.667,1.333,0.822,0.4,0.396,2,3,100,-1.7,2229,88,86.86,1,6,5,-1.0999999999999943,5.7,113,150,115,150,300,319,304,"-1.172","1.172","71.6","7.3",3,3,1,0,1,0,0,0,0,0,2.48182,0.49545,0.30818,-0.31,"98.9",135,66.66666666666666,0,0,4.78,-3.84,0.34,2.75,0.667,0,"10.654545455",0.396,0.524,"-10.654545455",0.271,0.271,0.809,0.422,16.7,"14.4",15.398737511397936,-13.241029114632237,29.28234492590092,0.6666666666666666,34.16246919817364,34.999237096154985
11,693312,"Nicolas, Kyle",652,1.7,0,0,0,0,0,0.294,0.244,0,2,88.8,42.5,2425,93.4,94.48,1,3,8,1.0999999999999943,7.12,97,147,115,147,299,311,290,"0.434","-0.434","60.3","6.3",2,2,0,0,0,0,0,0,0,0,2.04636,0.61182,0.15455,-0.08545,"96.7",247,50,0,0,6.07,-1.4,0.36,2.15,0,0,"-3.945454545",0.244,0.462,"3.945454545",-0.244,-0.244,-0.462,-0.294,33.3,"47.3",4.312862527271722,21.20605110286936,19.938393788550606,0.6666666666666666,39.6565599454592,17.104339328789273
11,642397,"Soto, Gregory",1036,1.1,0,0,0,0,0,0.261,0.285,0,2,45.8,-47,2392,93.4,93.47,1,3,8,0.09999999999999432,6.48,108,148,113,147,296,321,290,"-0.061","0.061","45.5","5.5",2,2,0,0,0,0,0,0,0,0,2.13545,0.52818,1.058,-0.134,"88.0",2,0,0,0,5.57,1.94,0.04,2.17,0,0,"0.554545455",0.285,0.286,"-0.554545455",-0.285,-0.285,-0.286,-0.261,33.3,"33.6",-1.4639699410368898,-16.255354633435466,28.146472498904437,0,41.24979104372281,32.26759895470883
11,666661,"Morillo, Juan",618,1.8,1,0,1,1,0.882,0.468,0.52,1,1,82.8,11,2265,95.9,95.87,0,2,9,0,6.36,107,150,117,149,307,318,292,"-0.337","0.337","77.1","7.7",1,1,1,0,0,0,0,0,0,0,1.59273,0.91364,0.56818,0.41909,"88.0",165,0,0,0,5.76,-1.58,-0.21,3.01,1,0,"3.063636364",0.52,0.549,"-3.063636364",0.48,0.48,0.451,0.414,0,"46.9",-3.823333814531284,9.823842717097797,29.241772033558753,0,35.20510936269343,25.922422780148054
11,663947,"Holton, Tyler",1164,0.9,,,,,,,,,,,,2353,88.5,89.04,0,0,11,0.5,6.55,110,151,109,150,291,327,297,"0.019","-0.019",,,,,,,,,,,,,2.33455,0.59273,0.21636,0.66545,,,,,,5.82,1.55,0.15,1.81,,,"-0.172727273",,,"0.172727273",,,,,,"41.4",,,,,,
11,683232,"Mears, Nick",849,1.3,0,0,0,0,0,0.028,0.03,0,3,75.4,31,2425,92.7,93.37,2,6,5,0.7000000000000028,6.7,121,150,116,153,308,329,301,"0.873","-0.873","68.5","7.6",3,3,0,0,0,0,0,0,0,0,1.86455,0.80818,0.19909,-0.11909,"89.3",154,0,0,0,6.19,-1.65,0.01,2.71,0,0,"-7.936363636",0.03,0.04,"7.936363636",-0.03,-0.03,-0.04,-0.028,33.3,"52.2",12.366801060676456,-7.587928714345389,30.87920505626238,0.6666666666666666,37.68271940640417,33.59173552566301
10,681869,"Dubin, Shawn",551,1.8,,,,,,,,,,,,2285,91.5,91.71,0,2,8,0.20000000000000284,6.56,114,152,123,148,299,322,290,"0.086","-0.086","64.9","5.9",,,,,,,,,,,2.165,0.599,0.727,0.037,"88.0",155,,,,5.78,-1.88,-0.17,2.67,,,"-0.86",,,"0.86",,,,,0,"35.0",-1.2565318873989488,18.570942239318306,30.51997007132012,0,34.18674161985686,21.55059350412555
10,471911,"Carrasco, Carlos",779,1.3,0,0,0,0,0,0.012,0.01,0,1,91.7,51,2179,89.7,91.2,1,3,7,1.5,6.87,116,148,127,152,282,321,293,"0.138","-0.138","72.6","7.9",1,1,0,0,0,0,0,0,0,0,2.038,0.808,0.473,-0.299,"89.8",185,0,0,0,5.9,-1.19,-0.26,2.49,0,0,"-1.38",0.01,0.017,"1.38",-0.01,-0.01,-0.017,-0.012,33.3,"35.2",17.172956036259215,-7.888910586676635,29.55224982412258,0.6666666666666666,38.7142196117624,33.000895971653435
9,670036,"Festa, Matt",823,1.1,0,0,0,0,0,0.094,0.088,0,2,84.1,9.5,2455,87.5,87.7,0,5,4,0.20000000000000284,6.4,119,151,127,151,292,322,299,"0.555","-0.555","71.0","6.8",2,2,0,0,0,0,0,0,0,0,2.44222,0.56556,-0.58444,-0.00444,"88.0",156,0,0,0,5.11,-2.08,-0.39,2.75,0,0,"-6.166666667",0.088,0.116,"6.166666667",-0.088,-0.088,-0.116,-0.094,0,"35.5",0.2586909366925909,6.176556006696591,34.738005783292884,0.4,35.6983054616327,25.732735661219202
9,820862,"Fermin, José",655,1.4,,,,,,,,,,,,2415,92.4,91.89,1,3,6,-0.5,6,114,150,118,152,312,329,308,"0.044","-0.044","73.3","6.9",,,,,,,,,,,1.86889,0.81889,0.43889,-0.23444,"92.7",142,,,,6.25,-1.81,-0.3,2.78,,,"-0.488888889",,,"0.488888889",,,,,33.3,"43.9",14.05331553896125,1.3013146785468415,33.79531614529372,1,32.60288777543066,32.854041948519914
9,668820,"Kranick, Max",529,1.7,,,,,,,,,,,,2263,90.5,90.81,2,4,5,0.29999999999999716,6.71,114,151,124,150,302,317,293,"0.046","-0.046","55.3","6.6",,,,,,,,,,,1.84556,0.98222,-0.13667,0.05889,"98.1",154,,,,5.92,-2.24,0.32,3.03,,,"-0.511111111",,,"0.511111111",,,,,50,"44.3",8.630526731639293,15.634432737274778,31.261489601401404,0.3333333333333333,40.51613433222032,19.262250174463603
9,668933,"Ashcraft, Graham",1039,0.9,,,,,,,,0,0,31.3,-22,2658,94.3,93.12,0,1,8,-1.2000000000000028,5.37,110,144,108,143,296,321,284,"-0.142","0.142","11.8","1.6",1,1,0,0,0,0,0,0,0,0,2.07,0.48889,-0.44,-0.11333,"88.0",7,0,0,0,6.63,0.02,0.56,2.76,,0,"1.577777778",,,"-1.577777778",,,,,0,"55.8",-57.81844564136959,10.832863725635187,21.33635012304791,0,43.999723919519305,27.572205391899338
9,672582,"Zerpa, Angel",1100,0.8,,,,,,,,,,,,2103,95,93.76,1,1,8,-1.2000000000000028,5.51,121,150,119,152,297,327,295,"0.039","-0.039","72.7","6.7",,,,,,,,,,,2.22444,0.31111,0.93222,-0.09889,,,,,,5.35,2.85,0.29,2.95,,,"-0.433333333",,,"0.433333333",,,,,100,"26.6",6.752715254434105,12.090026839406582,26.997608874876597,1,50.27727591170643,17.9077005353592
9,702674,"Dana, Caden",563,1.6,0.5,0,0.5,0.5,0.441,0.514,0.555,1,2,81.9,3,2014,90.4,90.66,1,3,6,0.29999999999999716,6.61,104,148,122,148,311,325,307,"-0.03","0.03","63.3","6.1",2,2,1,0,0,0,0,0,0,0,1.91111,0.94778,0.40889,0.02444,"89.9",113,0,0,0,6.23,-1.34,0,2.61,0.5,0,"0.333333333",0.555,0.604,"-0.333333333",-0.055,-0.05500000000000005,-0.104,-0.073,33.3,"54.4",3.482237130114225,15.203165680771795,37.643043521733965,0.3333333333333333,33.633165141807595,19.893971285848757
9,458677,"Wilson, Justin",832,1.1,1,0,1,1,0.882,0.918,0.948,1,1,96.4,13,2315,92.6,92.18,1,3,6,-0.3999999999999915,6.03,108,149,121,148,290,322,299,"-0.327","0.327","76.9","7.3",1,1,1,0,0,0,0,0,0,0,1.41778,1.24333,0.12333,0.03889,"92.2",194,100,0,0,6.43,1.21,-0.61,2.29,1,0,"3.633333333",0.948,1.142,"-3.633333333",0.052,0.052000000000000046,-0.142,-0.036,33.3,"51.9",11.002586687895725,-1.9896210266834338,32.48168177580473,1,35.720980628003524,26.902459567827147
9,664192,"Lucchesi, Joey",637,1.4,0,0,0,0,0,0.591,0.551,0,1,104.8,16,2221,85.8,85.34,0,4,5,-0.5,6.02,103,149,112,148,296,324,291,"0.349","-0.349","68.6","6.0",1,1,0,0,0,0,0,0,0,0,2.83889,0.32667,0.56556,0.19667,"93.6",250,100,0,0,6.12,2.54,0.19,2.4,0,0,"-3.877777778",0.551,0.861,"3.877777778",-0.551,-0.551,-0.861,-0.591,0,"48.2",-3.170835867911781,12.342888153791765,31.617876479408583,0.5,32.68851895922271,23.039017424046904
9,681870,"Sabrowski, Erik",503,1.8,,,,,,,,,,,,2681,89.3,89.76,0,1,8,0.5,6.74,116,153,120,149,290,320,304,"-0.033","0.033","72.0","6.7",,,,,,,,,,,2.28556,0.65222,0.34333,-0.57889,"88.6",273,,,,6.02,1.23,-0.37,2.38,,,"0.366666667",,,"-0.366666667",,,,,0,"49.8",5.750774577552357,13.751708560557157,33.2058509372596,1,37.10795155954812,26.922438418262526
8,678226,"Hernández, Daysbel",723,1.1,0,0,0,0,0,0.04,0.044,0,1,74.3,-28,2497,93.7,93.24,1,2,6,-0.5,5.97,116,150,115,149,305,320,293,"0.233","-0.233","72.7","7.2",1,1,0,0,0,0,0,0,0,0,1.90375,0.7075,0.245,0.12,"88.0",2,0,0,0,5.9,-1.41,-0.11,2.51,0,0,"-2.9125",0.044,0.066,"2.9125",-0.044,-0.044,-0.066,-0.04,50,"42.0",-0.9745827481037859,8.053021828060366,31.474930839602656,0.5,41.39748917155159,24.40716331992753
8,657424,"Gage, Matt",536,1.5,0.5,0,0.5,0.5,0.441,0.595,0.589,1,2,96.1,16.5,2234,87.7,88.06,0,5,3,0.3999999999999915,6.25,115,152,116,149,294,328,299,"-0.072","0.072","69.9","7.2",2,2,1,0,0,0,0,0,0,0,2.53125,0.41375,-0.34,0,"92.6",174,100,0,0,6.33,1.98,-0.06,2.64,0.5,0,"0.9",0.589,0.781,"-0.9",-0.089,-0.08899999999999997,-0.281,-0.154,0,"53.6",8.583762567059557,-4.231680049890654,24.490300924297788,0.5,37.21435737106289,30.472797505963662
8,656222,"Beeks, Jalen",924,0.9,1,0,1,1,0.882,0.76,0.788,1,1,103.6,9,2047,90.9,91.28,1,3,5,0.3999999999999915,6.19,110,152,122,148,306,333,300,"-0.44","0.44","68.6","6.7",1,1,1,0,0,0,0,0,0,0,1.79375,0.9425,0.76625,-0.57625,"95.8",207,100,0,0,5.97,1.13,0.11,2.75,1,0,"5.5",0.788,0.966,"-5.5",0.212,0.21199999999999997,0.034,0.122,33.3,"48.6",-1.4792210073224048,12.830729058625522,36.761322647396234,0,33.37846347791103,21.91110882994517
8,656234,"Bird, Jake",975,0.8,,,,,,,,,,,,2652,85.9,85.56,0,1,7,-0.30000000000001137,5.81,108,151,119,148,300,335,307,"0.085","-0.085","74.9","8.4",,,,,,,,,,,3.04375,0.06375,-0.69625,-0.26625,"88.0",175,,,,5.22,-2.79,0.18,2.46,,,"-1.0625",,,"1.0625",,,,,0,"19.6",7.703225770196258,-11.607529673433884,36.06297246094428,1,36.65238781945067,29.576276839700945
8,676467,"Gordon, Colton",1459,0.5,0,0,0,0,0,0.508,0.548,0,1,84.2,21,2394,80.8,81.1,0,3,5,0.29999999999999716,6.72,110,151,110,148,302,326,289,"0.407","-0.407","71.3","7.2",1,1,0,0,0,0,0,0,0,0,3.25125,0.31625,-0.57,0.13,"88.0",209,0,0,0,5.47,2.63,-0.16,2.17,0,0,"-5.0875",0.548,0.647,"5.0875",-0.548,-0.548,-0.647,-0.508,0,"30.4",6.181352023041281,-1.3560104264702018,37.76138609195485,1,35.478633974808034,32.043631297684925
7,668881,"Greene, Hunter",1748,0.4,,,,,,,,,,,,2103,95.6,96.29,3,5,2,0.7000000000000028,6.79,117,151,105,151,296,324,302,"0.206","-0.206","68.5","7.5",,,,,,,,,,,1.55143,0.97714,0.77571,-0.34429,"88.0",203,,,,5.82,-1.99,0.15,2.2,,,"-2.942857143",,,"2.942857143",,,,,60,"32.8",11.76941846560526,-4.601776293965285,25.387634812815772,0.6,40.435070496412436,32.584135734482196
7,806185,"Birdsong, Hayden",1195,0.6,0.5,0.5,0.5,1,0.626,0.494,0.491,1,2,68.2,11.5,2383,89.1,89.16,0,2,5,0.10000000000000853,6.4,108,143,120,143,296,317,291,"-0.439","0.439","52.3","6.4",2,2,0,1,0,0,0,0,0,0,2.48429,0.42143,0.17286,-0.26143,"97.1",169,50,0,0,6.57,-2,-0.1,2.19,0.5,0,"6.271428571",0.491,0.655,"-6.271428571",0.009,0.009000000000000008,0.345,0.132,0,"49.7",7.366719133886149,13.190255561969673,35.377649556445704,0.5,28.425420425774522,25.951457595439717
7,640455,"Manaea, Sean",1095,0.6,0,0,0,0,0,0.273,0.138,0,1,98.6,39,2041,88.9,89.51,1,4,3,0.5999999999999943,6.79,110,149,115,149,303,337,306,"0.45","-0.45","60.9","6.3",1,1,0,0,0,0,0,0,0,0,2.28,0.63,0.88429,0.20143,"91.5",189,100,0,0,4.94,3.86,0.62,2.5,0,0,"-6.428571429",0.138,0.532,"6.428571429",-0.138,-0.138,-0.532,-0.273,25,"13.2",-8.118675822278515,20.70282070972975,42.224048920768276,0,37.2029399518413,19.47277316180437
7,805123,"Blubaugh, AJ",508,1.4,,,,,,,,,,,,2584,87.3,87.23,1,1,6,-0.09999999999999432,6.69,107,150,125,150,292,336,298,"0.13","-0.13","58.5","5.6",,,,,,,,,,,2.65429,0.45,-0.25857,-0.58714,,,,,,5.93,-2.47,0.14,1.87,,,"-1.857142857",,,"1.857142857",,,,,100,"44.3",-3.432019062721594,12.730823952513546,35.00497139837201,0,31.677670205037582,16.402081125517732
7,607067,"Rea, Colin",2536,0.3,1,0,1,1,0.882,0.377,0.419,1,1,84.1,9,2244,86.4,86.7,0,2,5,0.29999999999999716,6.66,120,152,121,150,293,321,298,"-0.164","0.164","71.7","7.4",1,1,1,0,0,0,0,0,0,0,2.91857,0.19143,-0.28571,-0.17143,"88.0",58,0,0,0,5.62,-1.65,0.09,2.64,1,0,"2.342857143",0.419,0.421,"-2.342857143",0.581,0.581,0.579,0.505,0,"34.5",12.778012258103853,-2.687215079153124,34.04094326861067,1,41.02963250078937,32.417514754130316
7,687765,"Spence, Mitch",1362,0.5,0,0,0,0,0,0.062,0.069,0,1,68.4,-1,2717,90.6,90.73,0,2,5,0.10000000000000853,6.27,120,150,135,150,295,318,293,"0.275","-0.275","69.4","8.2",1,1,0,0,0,0,0,0,0,0,2.23571,0.55143,-0.54571,0.02571,"88.0",12,0,0,0,6,-2.6,-0.11,2.54,0,0,"-3.928571429",0.069,0.069,"3.928571429",-0.069,-0.069,-0.069,-0.062,0,"42.9",17.00931447098699,-15.403028663298523,36.579830420256506,0.5,33.50884136587901,34.42172288460271
7,686563,"Cannon, Jonathan",1799,0.4,0,0,0,0,0,0.049,0.041,0,1,79.1,58,2348,83.8,83.34,1,2,5,-0.5,6.16,117,152,126,151,303,317,296,"0.055","-0.055","71.0","7.3",1,1,0,0,0,0,0,0,0,0,3.00143,0.27571,-0.35,-0.38714,"88.0",179,0,0,0,5.78,-2.34,-0.28,1.98,0,0,"-0.785714286",0.041,0.069,"0.785714286",-0.041,-0.041,-0.069,-0.049,50,"23.6",16.916909157276713,-3.770926680713406,35.076377972696584,0.5,34.93111987287086,30.107064880036816
6,681190,"Vásquez, Randy",2153,0.3,1,0,1,1,0.882,0.375,0.414,1,1,108.1,-4,2512,96.9,96.47,1,3,3,-0.4000000000000057,6.22,104,149,129,148,301,319,297,"-0.355","0.355","69.8","6.4",1,1,1,0,0,0,0,0,0,0,1.15833,1.285,1.15,0.59,"108.1",26,100,0,0,5.93,-1.85,-0.13,2.38,1,0,"5.916666667",0.414,0.444,"-5.916666667",0.586,0.5860000000000001,0.556,0.507,33.3,"33.0",-8.1919558689035,10.912044834270686,41.60709481766716,0,32.42013395840396,20.10697376040601
6,672282,"Detmers, Reid",1100,0.5,,,,,,,,,,,,2509,78.6,78.28,0,0,6,-0.29999999999999716,6.28,116,150,107,151,308,332,313,"0.082","-0.082",,,,,,,,,,,,,4.72,-0.90167,-0.485,-0.33833,,,,,,6.11,1.49,-0.29,2.52,,,"-1.366666667",,,"1.366666667",,,,,,"49.8",,,,,,
6,682990,"Priester, Quinn",2469,0.2,,,,,,,,,,,,2307,89.2,89.27,1,1,5,0.09999999999999432,6.33,123,151,130,152,304,330,302,"0.162","-0.162",,,,,,,,,,,,,2.915,-0.00667,0.64,0.02667,,,,,,6.12,-1.72,-0.17,2.33,,,"-2.7",,,"2.7",,,,,100,"46.6",,,,,,
6,678394,"Bello, Brayan",2698,0.2,,,,,,,,,,,,2247,93.3,93.43,0,1,5,0.10000000000000853,6.35,104,150,134,149,279,318,299,"0.082","-0.082","77.9","8.3",,,,,,,,,,,2.09333,0.53667,0.78333,0.56,"99.6",341,,,,5.32,-1.59,-0.49,2.22,,,"-1.366666667",,,"1.366666667",,,,,0,"32.1",25.821149332386895,-15.50452052249172,44.039139095067554,0,29.056578048567452,33.61223798215856
6,641793,"Littell, Zack",2791,0.2,1,0,1,1,0.882,0.274,0.305,1,1,105.3,-5,1965,88,87.47,0,2,4,-0.5,6.18,109,151,126,146,292,326,298,"-0.426","0.426","72.6","7.3",1,1,1,0,0,0,0,0,0,0,2.41,0.56833,0.55167,0.53833,"105.3",23,100,0,0,6.18,-0.88,0.3,3,1,0,"7.1",0.305,0.322,"-7.1",0.695,0.6950000000000001,0.678,0.608,0,"38.8",11.831657879383375,-1.7462054571958285,28.939915502758584,1,35.980080408550066,37.26534230349356
6,680730,"Parker, Mitchell",2707,0.2,0,0,0,0,0,0.329,0.318,0,2,99.8,7.5,2127,88.6,89.42,0,2,4,0.8000000000000114,6.87,122,151,120,151,309,340,306,"0.443","-0.443","71.4","6.8",2,2,0,0,0,0,0,0,0,0,2.135,0.81667,0.23833,0.08833,"99.7",160,100,0,0,6.26,1.1,0.44,2.41,0,0,"-7.383333333",0.318,0.472,"7.383333333",-0.318,-0.318,-0.472,-0.329,0,"62.7",-1.6149870502862949,17.23140769354277,37.318694481435394,0,37.96718895159747,22.45435081369878
6,676962,"Brown, Ben",1759,0.3,,,,,,,,,,,,2292,93.3,93.83,0,0,6,0.5,6.68,118,151,130,153,309,330,301,"-0.076","0.076",,,,,,,,,,,,,1.655,0.98833,0.25833,-0.01167,,,,,,6.52,-1.67,0.17,2.48,,,"1.266666667",,,"-1.266666667",,,,,,"44.7",,,,,,
6,701519,"Adams, Travis",664,0.9,0,0,0,0,0,0.031,0.034,0,1,88.5,-26,2400,90.2,90.42,0,1,5,0.20000000000000284,6.25,128,146,102,154,295,331,299,"0.297","-0.297","70.7","7.3",1,1,0,0,0,0,0,0,0,0,2.17667,0.61333,0.10667,-0.10667,"88.5",4,0,0,0,5.94,-1.11,0.09,2.25,0,0,"-4.95",0.034,0.034,"4.95",-0.034,-0.034,-0.034,-0.031,0,"40.9",10.632102286048625,2.548355094894742,30.78839715742434,1,33.47279595294286,29.593280689424667
6,593423,"Montas, Frankie",709,0.8,0,0,0,0,0,0.713,0.683,0,1,106.9,14,2265,90.6,89.75,1,2,4,-0.7999999999999972,5.95,112,149,105,147,297,326,295,"0.335","-0.335","47.3","5.1",1,1,0,0,0,0,0,0,0,0,2.03833,0.77333,0.20833,0.525,"106.9",294,100,0,0,6.15,-0.74,-0.31,2.74,0,0,"-5.583333333",0.683,1.019,"5.583333333",-0.683,-0.683,-1.019,-0.713,50,"47.3",-11.388512637810013,-6.227171772650303,32.67294435887274,0,39.41284137135437,26.89423458785263
5,622503,"Crismatt, Nabil",534,0.9,0.5,0,0.5,0.5,0.441,0.46,0.463,1,2,97.9,41.5,2062,88,88.82,0,2,3,0.7999999999999972,6.84,112,149,127,149,306,325,298,"-0.174","0.174","74.9","6.7",2,2,1,0,0,0,0,0,0,0,2.088,0.878,1,0.2,"97.9",177,50,0,0,5.66,-2.49,0.28,2.29,0.5,0,"3.48",0.463,0.593,"-3.48",0.037,0.03699999999999998,-0.093,-0.019,0,"36.0",8.240651604546176,13.231891768234043,33.609144989537086,0,39.79013427290745,24.774814967209082
5,664991,"Wolfram, Grant",525,1,,,,,,,,,,,,2328,93.6,93.4,0,0,5,-0.19999999999998863,6.34,117,148,120,149,302,323,294,"0.063","-0.063",,,,,,,,,,,,,1.744,0.884,0.826,-0.534,,,,,,6.32,2.04,0.03,3.2,,,"-1.26",,,"1.26",,,,,,"42.7",,,,,,
